arm,seed,split,metric,value,n_instances,n_images,ci_low,ci_high,notes
filtered_syn,1337,test/low_light,map,0.3357296530927995,856,186,,,
filtered_syn,1337,test/low_light,map_50,0.5441684282670598,856,186,,,
filtered_syn,1337,test/low_light,map_75,0.3781791585373165,856,186,,,
filtered_syn,1337,test/low_light,map_small,0.3933771080708713,445,186,,,
filtered_syn,1337,test/low_light,map_medium,0.4145711277242547,377,186,,,
filtered_syn,1337,test/low_light,map_large,0.49103466607225155,34,186,,,
filtered_syn,1337,test/low_light,mar_1,0.10150809922622846,856,186,,,
filtered_syn,1337,test/low_light,mar_10,0.48001896896163926,856,186,,,
filtered_syn,1337,test/low_light,mar_100,0.6508403171717227,856,186,,,
filtered_syn,1337,test/low_light,mar_small,0.5890815671162493,445,186,,,
filtered_syn,1337,test/low_light,mar_medium,0.6533189033189032,377,186,,,
filtered_syn,1337,test/low_light,mar_large,0.7704761904761903,34,186,,,
filtered_syn,1337,test/low_light,ap.helmet,0.4757552062814491,679,186,,,
filtered_syn,1337,test/low_light,ap.head,0.528444265186147,164,186,,,
